vm_id,site_id,cpu_rate,report_ts,report_ts_str,events_per_second,rpi3b,rpi3b+,rpi4b,rpi5
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.4444444444444444,2020-06-04T00:00:00.000,00:00:00,261.2933333333333,0.4444444444444444,0.38046701709936853,0.14786478110210077,0.09546077836800405
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.4444444444444444,2020-06-04T00:01:00.000,00:01:00,261.2933333333333,0.4444444444444444,0.38046701709936853,0.14786478110210077,0.09546077836800405
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.4444444444444444,2020-06-04T00:02:00.000,00:02:00,261.2933333333333,0.4444444444444444,0.38046701709936853,0.14786478110210077,0.09546077836800405
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.3333333333333333,2020-06-04T00:03:00.000,00:03:00,195.96999999999997,0.3333333333333333,0.2853502628245264,0.1108985858265756,0.07159558377600304
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.3333333333333333,2020-06-04T00:04:00.000,00:04:00,195.96999999999997,0.3333333333333333,0.2853502628245264,0.1108985858265756,0.07159558377600304
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.3333333333333333,2020-06-04T00:05:00.000,00:05:00,195.96999999999997,0.3333333333333333,0.2853502628245264,0.1108985858265756,0.07159558377600304
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.3333333333333333,2020-06-04T00:06:00.000,00:06:00,195.96999999999997,0.3333333333333333,0.2853502628245264,0.1108985858265756,0.07159558377600304
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.3333333333333333,2020-06-04T00:07:00.000,00:07:00,195.96999999999997,0.3333333333333333,0.2853502628245264,0.1108985858265756,0.07159558377600304
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.3333333333333333,2020-06-04T00:08:00.000,00:08:00,195.96999999999997,0.3333333333333333,0.2853502628245264,0.1108985858265756,0.07159558377600304
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.3333333333333333,2020-06-04T00:09:00.000,00:09:00,195.96999999999997,0.3333333333333333,0.2853502628245264,0.1108985858265756,0.07159558377600304
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.3333333333333333,2020-06-04T00:10:00.000,00:10:00,195.96999999999997,0.3333333333333333,0.2853502628245264,0.1108985858265756,0.07159558377600304
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.3333333333333333,2020-06-04T00:11:00.000,00:11:00,195.96999999999997,0.3333333333333333,0.2853502628245264,0.1108985858265756,0.07159558377600304
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.2222222222222222,2020-06-04T00:12:00.000,00:12:00,130.64666666666665,0.2222222222222222,0.19023350854968427,0.07393239055105039,0.04773038918400203
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.3333333333333333,2020-06-04T00:13:00.000,00:13:00,195.96999999999997,0.3333333333333333,0.2853502628245264,0.1108985858265756,0.07159558377600304
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.2222222222222222,2020-06-04T00:14:00.000,00:14:00,130.64666666666665,0.2222222222222222,0.19023350854968427,0.07393239055105039,0.04773038918400203
7dc3cc734b35a85b3f73601d5681f76b,zhengzhou-telecom,0.2222222222222222,2020-06-04T00:15:00.000,00:15:00,130.64666666666665,0.2222222222222222,0.19023350854968427,0.07393239055105039,0.04773038918400203
